id;selite
1;aita
2;hiekkalaatikko
3;jousilelu
4;karuselli
5;katos
6;keinulauta
7;keinumisvälineet
8;keinut
9;kiipeilyteline
10;köysirata
11;leikkimökki
12;liukumäki
13;monitoimiväline
14;patsas
15;tasapainoiluväline
16;muu
17;ei tiedossa
