id;selite
1;jalkapallomaali
2;jääkiekkomaali
3;koripalloteline
4;kuntoilutelineet
5;lentopallotolppa
6;luistinkoppi
7;palloseinä
8;skeittiramppi
9;sählymaali
10;talviliukumäki(siirrettävä)
11;muu
12;ei tiedossa
