id;selite
1;aukio
2;asuntokatu
3;hidaskatu
4;kevyen liikenteen väylä
5;kokoojakatu
6;kävelykatu
7;pihakatu
8;pysäköintialue
9;pääkatu
10;tori
11;yksityistie
12;muu
13;ei tiedossa
