id;selite
1;asfalttipäällyste
2;asfalttibetoni
3;betonilaatta
4;betonikivi- ja -laattapäällyste
5;betonipäällyste (valettavat)
6;emulsiopintaus (LP)
7;kenttäkivetys
8;liuskekivetys
9;luonnonkivilaatoitus
10;metallirakenne
11;murskepäällyste
12;noppakivetys
13;nupukivetys
14;puupäällyste
15;sirotepintaus (SIP)
16;sorapäällyste
17;soratien pintaus (SOP)
18;muu
19;ei tiedossa
