id;selite
1;ajorata
2;alikulkukäytävä
3;jalkakäytävä
4;kävelytie
5;luiska
6;portaat
7;pyöräilykaista
8;pyörätie
9;raitiotie
10;silta
11;tasoristeys
12;tonttiliittymä
13;tunneli
14;viheralue
15;välikaista
16;yhdistetty kevyen liikenteen väylä
17;muu
18;ei tiedossa
