id;selite
1;irtovaruste
2;jakokaappi
3;kastelulaite
4;kelkkamäki
5;kuivikeastia
6;pelastusväline
7;rungonsuojus
8;suihku
9;sähköauton latauspiste
10;sähkökaapeli
11;valaisin
12;verkkoaita
13;vesijohto
14;vesipiste
15;WC
16;muu
17;ei tiedossa
