id;selite
927;Rosa ' Hein Mück'
928;Rosa 'Abigaile'
929;Rosa acicularis 'Dornröschen'
930;Rosa acicularis
931;Rosa 'Alain'
932;Rosa alba 'Celestial'
933;Rosa alba
934;Rosa 'Alchymist'
935;Rosa 'Allgold'
936;Rosa 'Allotria'
937;Rosa 'Amber Queen'
938;Rosa amblyotis
939;Rosa 'Anabell'
940;Rosa 'Andalusien'
941;Rosa 'Angela'
942;Rosa 'Armsterdam'
943;Rosa 'Australian Gold'
944;Rosa 'Bad Füssing'
945;Rosa 'Ballet'
946;Rosa 'Barkarole'
947;Rosa 'Bassino' -runkoruusu
948;Rosa 'Bassino'
949;Rosa 'Bella Rosa'
950;Rosa 'Bella Weiss'
951;Rosa 'Bengali'
952;Rosa 'Bernina'
953;Rosa 'Bernstein-Rose'
954;Rosa 'Black Lady'
955;Rosa blanda
956;Rosa 'Blue Parfym'
957;Rosa 'Bonica'
958;Rosa 'Buismans Triumph'
959;Rosa canina
960;Rosa canina'General Jaquemonot'
961;Rosa carolina
962;Rosa centifolia muscosa 'Nuits de Young'
963;Rosa 'Champagner'
964;Rosa 'Champs Elysees'
965;Rosa 'Chinatown'
966;Rosa 'Chorus'
967;Rosa 'Dalli Dalli'
968;Rosa 'Deutsche Welle'
969;Rosa 'Dolly Parton'
970;Rosa 'Dorola'
971;Rosa 'Duftrauch'
972;Rosa 'Duftwolke'
973;Rosa 'Duftzauber'
974;Rosa dumalis
975;Rosa 'Dwarf Pavement'
976;Rosa 'Edelweiss'
977;Rosa 'Elisabeth of Glamis'
978;Rosa 'Elmshorn'
979;Rosa 'Erna Grootendorst'
980;Rosa 'Erna Harkness'
981;Rosa 'Erotica'
982;Rosa 'Europeana'
983;Rosa 'F. J. Grootendorst'
984;Rosa 'Fair Play'
985;Rosa 'Fairy Dance'
986;Rosa 'Fiona'
987;Rosa 'Flammentanz'
988;Rosa foetida 'Bicolor'
989;Rosa foetida 'Persian Yellow'
990;Rosa 'Foxi Pavement'
991;Rosa 'Francofort'
992;Rosa 'Frau Astrid Späth'
993;Rosa 'Fresco'
994;Rosa 'Friesia' -runkoruusu
995;Rosa 'Friesia'
996;Rosa 'Friz Nobis'
997;Rosa 'Frühlingsduft'
998;Rosa 'Fuggerstad Augsburg'
999;Rosa gallica 'Merveille'
1000;Rosa gallica 'Splendens'
1001;Rosa 'Gartenzauber 84'
1002;Rosa 'Gisselfeldt'
1003;Rosa glabrifolia
1004;Rosa glauca
1005;Rosa 'Golden Holstein'
1006;Rosa 'Goldmarie 82'
1007;Rosa 'Goldmarie'
1008;Rosa 'Goldquelle'
1009;Rosa 'Graham Thomas'
1010;Rosa 'Gruss an Bayern'
1011;Rosa 'Hanne'
1012;Rosa 'Hansa'
1013;Rosa 'Hanseat'
1014;Rosa 'Heckenfeuer'
1015;Rosa 'Heidekind'
1016;Rosa 'Heidekönigin'
1017;Rosa 'Heidesommer' -runkoruusu
1018;Rosa 'Heinz Erhard'
1019;Rosa 'Heinzelmännchen'
1020;Rosa 'Helga'
1021;Rosa 'Helsingör'
1022;Rosa 'Herzog von Windsor'
1023;Rosa 'Holstein 87'
1024;Rosa 'Iced Ginger'
1025;Rosa 'Ingrid Bergman'
1026;Rosa 'Ingrid Weibull'
1027;Rosa 'Insel Mainau'
1028;Rosa 'Interrama'
1029;Rosa 'Irene af Danmark'
1030;Rosa 'Jan Spek'
1031;Rosa 'Joseph Guy'
1032;Rosa 'Juhannusmorsian'
1033;Rosa 'Kaarina'
1034;Rosa 'Karen Blixen'
1035;Rosa 'Kimono'
1036;Rosa 'King's Ransom'
1037;Rosa 'Kordes Brilliant'
1038;Rosa 'Korona'
1039;Rosa 'Kotiliesi'
1040;Rosa 'Königin Beatrix'
1041;Rosa 'Königin der Rosen'
1042;Rosa 'La Paloma 85'
1043;Rosa 'Lady Rose'
1044;Rosa 'Landora'
1045;Rosa 'Lapponia'
1046;Rosa 'Lavaglut'
1047;Rosa 'Lavender Dream'
1048;Rosa 'Lili Marleen'
1049;Rosa 'Little Lemmy'
1050;Rosa 'Lolita'
1051;Rosa 'Ludvigshafen am Rhein'
1052;Rosa 'Lübecker Rotspon'
1053;Rosa 'Maiden's Blush'
1054;Rosa 'Maigold'
1055;Rosa 'Mainzer Fastnacht'
1056;Rosa majalis 'Foecundissima'
1057;Rosa majalis 'Tornedal'
1058;Rosa majalis
1059;Rosa 'Maria Mathilda'
1060;Rosa 'Mariandel'
1061;Rosa 'Marietta'
1062;Rosa 'Marlena'
1063;Rosa 'Marselisborg'
1064;Rosa 'Meteor'
1065;Rosa 'Michelle'
1066;Rosa 'Mildred Scheel'
1067;Rosa 'Minette'
1068;Rosa 'Moje
1069;Rosa 'Monica'
1070;Rosa 'Montana'
1071;Rosa 'Moyesii'
1072;Rosa 'Nevada'
1073;Rosa 'Nicole'
1074;Rosa 'Nina Weibull'
1075;Rosa nitida
1076;Rosa omaiensis f. pteracantha
1077;Rosa 'Onni'
1078;Rosa 'Orange Meillandina'
1079;Rosa 'Orange Sensation'
1080;Rosa 'Orange Triumph'
1081;Rosa 'Osiana'
1082;Rosa 'Papula'
1083;Rosa 'Pascali'
1084;Rosa 'Peace'
1085;Rosa pendulina
1086;Rosa 'Pernille Poulsen'
1087;Rosa 'Pfälzer Gold'
1088;Rosa 'Piccadilly
1089;Rosa 'Piccolo'
1090;Rosa pimpinellifolia 'Aicha'
1091;Rosa pimpinellifolia 'Frulingsduft'
1092;Rosa pimpinellifolia 'Frühlingsgold'
1093;Rosa pimpinellifolia 'Grandiflora'
1094;Rosa pimpinellifolia 'Maigold'
1095;Rosa pimpinellifolia 'Plena'
1096;Rosa pimpinellifolia 'Stanwell Perpetual'
1097;Rosa pimpinellifolia 'Tove Jansson'
1098;Rosa pimpinellifolia
1099;Rosa pimpinellifolia'Fruhlingsduft'
1100;Rosa pimpinellifolia'Prarie Dawn'
1101;Rosa 'Pink Grootendorst'
1102;Rosa 'Pink Minimo'
1103;Rosa 'Pink Pavement'
1104;Rosa 'Pink Robusta'
1105;Rosa 'Pohjantähti'
1106;Rosa 'Poppet'
1107;Rosa 'Poppius'
1108;Rosa 'President Kekkonen'
1109;Rosa 'Prins Claus'
1110;Rosa 'Prominent'
1111;Rosa 'Pussta'
1112;Rosa 'Queen Elisabeth'
1113;Rosa 'Red Minimo'
1114;Rosa 'Red Peace'
1115;Rosa 'Regensberg'
1116;Rosa 'Rheinaupark'
1117;Rosa 'Robusta'
1118;Rosa 'Rosali'
1119;Rosa 'Rosamunde'
1120;Rosa 'Rosenfee'
1121;Rosa 'Rosenstadt Zweibrücken'
1122;Rosa 'Roseromantic'
1123;Rosa 'Rosy Carpet'
1124;Rosa rubiginosa 'Magnifiga'
1125;Rosa rubiginosa
1126;Rosa 'Rubina'
1127;Rosa rugosa f. alba
1128;Rosa rugosa 'Fru Dagmar Hastrup'
1129;Rosa rugosa 'Max Graf'
1130;Rosa rugosa 'Pink Robusta'
1131;Rosa rugosa 'Pohjolan Kuningatar'
1132;Rosa rugosa 'Rote Max Graf'
1133;Rosa rugosa 'Scabrosa'
1134;Rosa rugosa 'Schneezwerg'
1135;Rosa rugosa 'Signe Relander'
1136;Rosa rugosa
1137;Rosa 'Rumba'
1138;Rosa 'Ruskeala'
1139;Rosa 'Samba'
1140;Rosa 'Scarlet Pavement'
1141;Rosa 'Schloss Mannheim'
1142;Rosa 'Schneekönigin'
1143;Rosa 'Schneewitchen'
1144;Rosa 'Schwarze Madonna'
1145;Rosa 'Schweizergrüss'
1146;Rosa 'Shalom'
1147;Rosa 'Sipi'
1148;Rosa 'Smarty'
1149;Rosa 'Snow Ballet'
1150;Rosa 'Sommerwind' -runkoruusu
1151;Rosa 'Sommerwind'
1152;Rosa 'Sonnenröschen'
1153;Rosa 'Southampton'
1154;Rosa 'Souvenir de Christophe Cochet'
1155;Rosa 'Souvenir de la Malmaison'
1156;Rosa 'Splendens'
1157;Rosa 'Staffa'
1158;Rosa 'Summer Holiday'
1159;Rosa 'Sunflare'
1160;Rosa 'Super Star'
1161;Rosa 'Swany'
1162;Rosa 'The Fairy' -runkoruusu
1163;Rosa 'The Fairy'
1164;Rosa 'Thérèse Bugnet'
1165;Rosa 'Tip Top'
1166;Rosa 'Tom Tom'
1167;Rosa 'Topsi'
1168;Rosa 'Tornado'
1169;Rosa 'Traumerei' -runkoruusu
1170;Rosa 'Traumerei'
1171;Rosa 'Traumland'
1172;Rosa 'Trier'
1173;Rosa 'Troika'
1174;Rosa 'Uncle Walter'
1175;Rosa 'Uwe Seeler'
1176;Rosa 'Weibull'
1177;Rosa 'Western Sun'
1178;Rosa 'Whisky'
1179;Rosa villosa
1180;Rosa virginiana
1181;Rosa x harisonii 'Harison's Yellow'
1182;Rosa x harisonii
1183;Rosa x malyi 'Kempeleen Kaunotar'
1184;Rosa x mariae-graebneriae
1185;Rosa x rugotida 'Dart's Defender'
1186;Rosa x rugotida
1187;Rosa x spaethiana
1188;Rosa 'Yellow Meillandina'
1189;Rosa 'Yesterday'
1190;Rosa 'Zonta-Rose'
1191;Rosa
1192;Rosmarinus officinalis
1193;Rubus alleghaniensis
1194;Rubus articus x idaeus 'Heisa'
1195;Rubus caesius
1196;Rubus deliciosus
1197;Rubus idaeus 'Muskoka'
1198;Rubus idaeus
1199;Rubus odoratus
1200;Rubus saxatilis
1201;Rudbeckia fulgida var. speciosa
1202;Rudbeckia fulgida var. sullivantii
1203;Rudbeckia laciniata 'Goldball'
1204;Salix alba
1205;Salix aurita
1206;Salix caprea
1207;Salix cinerea
1208;Salix daphnoides acutifolia
1209;Salix daphnoides
1210;Salix dasyclados
1211;Salix fragilis 'Bullata'
1212;Salix gl.callicarpaea 'Haltia
1213;Salix glauca
1214;Salix lanata
1215;Salix lapponum
1216;Salix myrsinifolia
1217;Salix myrtilloides
1218;Salix pentandra
1219;Salix phylicifolia
1220;Salix purpurea 'Nana'
1221;Salix purpurea x rosmarinifolia
1222;Salix purpurea
1223;Salix pyrolifolia
1224;Salix repens arenaria
1225;Salix repens 'Saret'
1226;Salix repens
1227;Salix rosmarinifolia
1228;Salix 'Sibirica'
1229;Salix starkeana
1230;Salix triandra
1231;Salix viminalis
1232;Salix 'Vitellina Tristis'
1233;Salix 'Vitellina'
1234;Salix x aurora 'Tuhkimo'
1235;Salix x dasyclados
1236;Salix x mollissima
1237;Salix x rubens
1238;Salix
1239;Salvia nemorosa
1240;Salvia officinalis
1241;Salvia x sylvestris 'Blaukönigin'
1242;Salvia x sylvestris 'Rosakönigin'
1243;Salvia x sylvestris
1244;Sambucus canadensis ´Maxima´
1245;Sambucus racemosa
1246;Sanguisorba officinalis
1247;Saponaria officinalis 'Alba Plena'
1248;Saponaria officinalis 'Rubra Plena'
1249;Saponaria officinalis
1250;Satureja hortensis
1251;Saxifraga Arendsii-hybr.
1252;Saxifraga hostii
1253;Saxifraga paniculata
1254;Saxifraga 'Purpurteppich'
1255;Saxifraga rotundifolia
1256;Saxifraga 'Schneeteppich'
1257;Schisandra chinensis
1258;Scirpus sylvaticus
1259;Sedum acre
1260;Sedum aizoon
1261;Sedum album
1262;Sedum 'Common Red'
1263;Sedum ewersii
1264;Sedum floriferum 'Weihenstephaner Gold'
1265;Sedum 'Herbstfreude'
1266;Sedum pachyclados
1267;Sedum spathulifolium 'Purpureum'
1268;Sedum spathulifolium
1269;Sedum spectabile
1270;Sedum spurium 'Rosea'
1271;Sedum spurium
1272;Sedum 'Stewed Rhubarb Mountain'
1273;Sedum telephium 'Munstead Dark Red'
1274;Sedum telephium subsp. maximum
1275;Sedum
1276;Sempervivum tectorum
1277;Sinapsis alba
1278;Solidago canadensis 'Goldking'
1279;Solidago canadensis
1280;Solidago virgaurea
1281;Solidago x hybr. 'Golden Mosa'
1282;Solidago x hybr. 'Goldstar'
1283;Solidago x hybr. 'Leraft'
1284;Solidago x hybr.
1285;Solidago
1286;Sorbaria sorbifolia
1287;Sorbus aucuparia
1288;Spiraea alba 'Allikko'
1289;Spiraea alba var. latifolia
1290;Spiraea alba
1291;Spiraea 'Arguta'
1292;Spiraea beauverdiana 'Lumikki'
1293;Spiraea beauverdiana
1294;Spiraea betulifolia `Thor´
1295;Spiraea betulifolia 'Island'
1296;Spiraea betulifolia 'Renko'
1297;Spiraea betulifolia var. 'Aemiliana'
1298;Spiraea betulifolia var. lucida
1299;Spiraea betulifolia
1300;Spiraea Billiardii-hybr.
1301;Spiraea cana
1302;Spiraea chamaedryfolia 'Martti'
1303;Spiraea chamaedryfolia var. ulmifolia
1304;Spiraea chamaedryfolia
1305;Spiraea decumbens
1306;Spiraea densiflora
1307;Spiraea douglasii
1308;Spiraea fritschiana
1309;Spiraea 'Grefsheim'
1310;Spiraea hypericifolia
1311;Spiraea japonica 'Albiflora'
1312;Spiraea japonica 'Anthony Waterer'
1313;Spiraea japonica 'Arnold'
1314;Spiraea japonica 'Firelight'
1315;Spiraea japonica 'Froebelii'
1316;Spiraea japonica 'Golden Princess'
1317;Spiraea japonica 'Goldflame'
1318;Spiraea japonica 'Goldmound'
1319;Spiraea japonica 'Lilly'
1320;Spiraea japonica 'Little Princess'
1321;Spiraea japonica 'Manon'
1322;Spiraea japonica 'Nana'
1323;Spiraea japonica 'Neon Flash'
1324;Spiraea japonica 'Odensala'
1325;Spiraea japonica 'Shirobana'
1326;Spiraea japonica 'walbuma Magic Carpet'
1327;Spiraea japonica
1328;Spiraea 'Margaritae'
1329;Spiraea media
1330;Spiraea nipponica 'Halwards Silwer'
1331;Spiraea nipponica 'June Bride'
1332;Spiraea nipponica
1333;Spiraea rubella
1334;Spiraea salicifolia
1335;Spiraea stevenii
1336;Spiraea 'Summersnow'
1337;Spiraea trichocarpa
1338;Spiraea trilobata
1339;Spiraea x bumalda 'Denistar'
1340;Spiraea x bumalda 'Superstar'
1341;Spiraea x cinerea
1342;Spiraea x rosalba
1343;Spiraea x sanssouciana
1344;Spiraea x vanhouttei
1345;Spiraea x watsoniana 'Kruunu'
1346;Spiraea x watsoniana
1347;Spiraea
1348;Stachys byzantina
1349;Stachys macrantha 'Superba'
1350;Stachys macrantha
1351;Stephanandra incisa 'Crispa'
1352;Stephnandra incisa 'Crispa'
1353;Symphoricarpos albus var. laevigatus
1354;Syringa josikaea
1355;Syringa patula
1356;Syringa Preston-hybr. 'Coral'
1357;Syringa Preston-hybr. 'Elinor'
1358;Syringa Preston-hybr. 'Holger'
1359;Syringa Preston-hybr. 'James MacFarlane'
1360;Syringa Preston-hybr. 'Royalty'
1361;Syringa reflexa
1362;Syringa reticulata
1363;Syringa vulgaris 'Alba'
1364;Syringa vulgaris 'Amoena'
1365;Syringa vulgaris 'Andenken an Ludvig Späth'
1366;Syringa vulgaris 'Charles Joly'
1367;Syringa vulgaris hybr.
1368;Syringa vulgaris 'Katherine Havemayer'
1369;Syringa vulgaris 'Michel Buchner'
1370;Syringa vulgaris 'Mme Lemoine'
1371;Syringa vulgaris 'Moskovan kaunotar'
1372;Syringa vulgaris 'Sensation'
1373;Syringa vulgaris
1374;Syringa x chinensis 'Bicolor'
1375;Syringa x chinensis 'Saugeana'
1376;Syringa x chinensis
1377;Syringa x henryi 'Tammelan Kaunotar'
1378;Syringa x henryi 'Tapaninsyreeni'
1379;Syringa x henryi
1380;Syringa x josiflexa ' Veera'
1381;Syringa x josiflexa
1382;Syringa
1383;Tanacetum coccineum
1384;Tanacetum vulgare
1385;Taxus baccata
1386;Taxus cuspidata 'Nana'
1387;Taxus cuspidata
1388;Taxus x media 'Hicksii'
1389;Taxus
1390;Telekia speciosa
1391;Tellima grandiflora
1392;Thalictrum aquilegiifolium
1393;Thalictrum delavayi
1394;Thalictrum flavum
1395;Thelypteris phegopteris
1396;Thuja koraiensis
1397;Thuja occidentalis 'Brabant'
1398;Thuja occidentalis 'Columna'
1399;Thuja occidentalis 'Fastigiata'
1400;Thuja occidentalis 'Globosa'
1401;Thuja occidentalis 'Holmstrup'
1402;Thuja occidentalis 'Hoveyi'
1403;Thuja occidentalis 'Smaragd'
1404;Thuja occidentalis 'Sunkist'
1405;Thuja occidentalis 'Woodwardii'
1406;Thuja occidentalis
1407;Thujopsis dolabrata
1408;Thymus citriodorus
1409;Thymus serphyllum
1410;Thymus vulgaris
1411;Tiarella cordifolia
1412;Tiarella wherryi
1413;Tiarella
1414;Trientalis europaea
1415;Trifolium repens
1416;Trollius chinensis 'Goldkönigin'
1417;Trollius chinensis
1418;Trollius europaeus
1419;Trollius-hybr. 'Orange Globe'
1420;Trollius-hybr. 'Orange Princess'
1421;Trollius-hybr.
1422;Tsuga canadensis
1423;Tsuga diversifolia
1424;Tsuga heterophylla
1425;Tsuga mertensiana
1426;Tulipa armena
1427;Tulipa biflora
1428;Tulipa celsiana
1429;Tulipa clusiana
1430;Tulipa fosteriana
1431;Tulipa greigii
1432;Tulipa humilis
1433;Tulipa kaufmanniana
1434;Tulipa lanata
1435;Tulipa linifolia
1436;Tulipa marjoletti
1437;Tulipa ostrowskiana
1438;Tulipa sylvestris
1439;Tulipa tarda
1440;Typha angustifolia
1441;Typha latifolia
1442;Vaccinium 'Aron'
1443;Vaccinium corymbosum 'Aino'
1444;Vaccinium corymbosum 'North Blue'
1445;Vaccinium corymbosum
1446;Vaccinium microcarpum
1447;Vaccinium myrtilus
1448;Vaccinium oxycoccos
1449;Vaccinium uliginosum
1450;Vaccinium vitis-idaea
1451;Waldsteinia ternata
1452;Weigela florida 'Minuet'
1453;Weigela hybrida
1454;Weigela middendorffiana
1455;Weigela praecox
1456;Verbascum nigrum
1457;Verbascum olympicum
1458;Verbascum thapsus
1459;Veronica austriaca 'Royal Blue'
1460;Veronica austriaca
1461;Veronica longifolia
1462;Veronica officinalis
1463;Veronica prostrata
1464;Veronica spicata nana 'Blauteppich'
1465;Veronica spicata
1466;Veronica
1467;Viburnum dentatum var. lucidum
1468;Viburnum lantana
1469;Viburnum lentago 'Jenkki'
1470;Viburnum opulus f. roseum
1471;Viburnum opulus 'Kallion Pallo'
1472;Viburnum opulus 'Nanum'
1473;Viburnum opulus 'Nordplant'
1474;Viburnum opulus 'Pohjan Neito'
1475;Viburnum opulus ssp. opulus
1476;Viburnum opulus ssp. trilobum
1477;Viburnum opulus
1478;Viburnum sargentii 'Blue Muffin'
1479;Viburnum sargentii 'Onondaga'
1480;Viburnum
1481;Vinca minor 'Argenteovariegata'
1482;Vinca minor
1483;Viola 'Ella'
1484;Viola odorata
1485;Vitis labrusca
1486;muu
1487;ei tiedossa
