id;selite
1;avo-oja
2;avopainanne
3;avouoma
4;hulevesiallas
5;hulevesikaivo
6;hulevesikosteikko
7;imeytyskaivanto
8;imeytyskenttä
9;imeytyspainanne
10;noro
11;patorakenne
12;pidätysallas
13;puro
14;purkukaivo
15;rumpu
16;sulkukaivo
17;säätökaivo
18;säätöpato
19;tarkastuskaivo
20;tarkastusputki
21;tulvauoma
22;vesikouru
23;viivytysallas
24;muu
25;ei tiedossa
