id;selite
1;betoni
2;elementtiverkko
3;kaksipuolinen teräspalkki
4;kivi
5;metalli
6;muovi
7;panssariverkko
8;putkipalkki
9;puu
10;teräs
11;teräspalkki
12;teräsverkko
13;vaijeri
14;muu
15;ei tiedossa
